timestamp,sensor_id,event,details,reasons,dilution_cycle
2025-08-22T10:54:00.000000,061,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T10:55:00.000000,067,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T10:55:00.000000,067,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-22T10:57:00.000000,120,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T11:03:00.000000,067,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T11:11:00.000000,120,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T11:11:00.000000,120,Warming Cycle Started,Cycle #1 for VAV '04',['temp'],1
2025-08-22T11:11:00.000000,120,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-22T11:14:00.000000,120,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T11:19:00.000000,107,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T11:19:00.000000,107,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-22T11:23:00.000000,101,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T11:24:00.000000,107,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T11:32:00.000000,120,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T11:32:00.000000,120,Warming Cycle Started,Cycle #1 for VAV '04',['temp'],1
2025-08-22T11:32:00.000000,120,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-22T11:39:00.000000,101,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T11:39:00.000000,101,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-22T11:58:00.000000,067,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T11:58:00.000000,067,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-22T12:00:00.000000,107,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T12:00:00.000000,107,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-22T12:06:00.000000,107,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T12:11:00.000000,061,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T12:11:00.000000,061,Warming Cycle Started,Cycle #1 for VAV '07',['temp'],1
2025-08-22T12:11:00.000000,061,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-22T12:14:00.000000,073,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T12:14:00.000000,073,Branch A Skipped,No VAV mapping found,['tvoc'],1
2025-08-22T12:20:00.000000,107,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T12:20:00.000000,107,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-22T12:34:00.000000,046,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T12:35:00.000000,107,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T14:20:00.000000,107,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T14:20:00.000000,107,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-22T14:21:00.000000,107,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T14:29:00.000000,061,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T14:29:00.000000,066,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T14:35:00.000000,066,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T14:35:00.000000,066,Dilution Cycle Started,Cycle #1 for VAV '30',['tvoc'],1
2025-08-22T14:35:00.000000,066,VAV Action,VAV '30' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-22T14:42:00.000000,051,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T14:58:00.000000,051,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T14:58:00.000000,051,Warming Cycle Started,Cycle #1 for VAV '16',['temp'],1
2025-08-22T14:58:00.000000,051,VAV Action (Warming),VAV '16' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-22T14:58:00.000000,067,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T15:09:00.000000,066,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T15:09:00.000000,066,Warming Cycle Started,Cycle #1 for VAV '30',['temp'],1
2025-08-22T15:09:00.000000,066,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-22T15:17:00.000000,073,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T15:17:00.000000,073,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-22T15:23:00.000000,073,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T15:26:00.000000,051,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T15:26:00.000000,062,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T15:28:00.000000,046,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T15:28:00.000000,046,Dilution Cycle Started,Cycle #1 for VAV '18',['tvoc'],1
2025-08-22T15:28:00.000000,046,VAV Action,VAV '18' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-22T15:29:00.000000,067,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T15:29:00.000000,067,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-22T15:35:00.000000,062,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T15:35:00.000000,062,Warming Cycle Started,Cycle #1 for VAV '05',['temp'],1
2025-08-22T15:35:00.000000,062,VAV Action (Warming),VAV '05' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-22T15:35:00.000000,073,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T15:35:00.000000,073,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-22T15:42:00.000000,051,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T15:42:00.000000,051,Warming Cycle Started,Cycle #1 for VAV '16',['temp'],1
2025-08-22T15:42:00.000000,051,VAV Action (Warming),VAV '16' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-22T15:48:00.000000,051,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T15:50:00.000000,066,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T15:59:00.000000,046,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T15:59:00.000000,046,Dilution Cycle Started,Cycle #1 for VAV '18',['tvoc'],1
2025-08-22T15:59:00.000000,046,VAV Action,VAV '18' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-22T16:04:00.000000,051,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T16:04:00.000000,051,Warming Cycle Started,Cycle #1 for VAV '16',['temp'],1
2025-08-22T16:04:00.000000,051,VAV Action (Warming),VAV '16' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-22T16:05:00.000000,062,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T16:09:00.000000,067,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T16:10:00.000000,051,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T16:12:00.000000,062,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T16:12:00.000000,062,Warming Cycle Started,Cycle #1 for VAV '05',['temp'],1
2025-08-22T16:12:00.000000,062,VAV Action (Warming),VAV '05' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-22T16:26:00.000000,051,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T16:26:00.000000,051,Warming Cycle Started,Cycle #1 for VAV '16',['temp'],1
2025-08-22T16:26:00.000000,051,VAV Action (Warming),VAV '16' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-22T16:39:00.000000,107,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T16:39:00.000000,107,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-22T16:40:00.000000,107,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T16:42:00.000000,067,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T16:42:00.000000,067,Branch C Skipped,No VAV mapping found,['temp'],1
2025-08-22T16:44:00.000000,120,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T16:44:00.000000,061,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T16:44:00.000000,061,Warming Cycle Started,Cycle #1 for VAV '07',['temp'],1
2025-08-22T16:44:00.000000,061,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-22T16:49:00.000000,058,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T16:50:00.000000,061,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T16:51:00.000000,062,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T16:59:00.000000,119,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T16:59:00.000000,119,Dilution Cycle Started,Cycle #1 for VAV '24',['tvoc'],1
2025-08-22T16:59:00.000000,119,VAV Action,VAV '24' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-22T17:03:00.000000,066,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T17:03:00.000000,066,Warming Cycle Started,Cycle #1 for VAV '30',['temp'],1
2025-08-22T17:03:00.000000,066,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-22T17:07:00.000000,062,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T17:07:00.000000,062,Warming Cycle Started,Cycle #1 for VAV '05',['temp'],1
2025-08-22T17:07:00.000000,062,VAV Action (Warming),VAV '05' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-22T17:18:00.000000,119,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T17:18:00.000000,119,Dilution Cycle Started,Cycle #1 for VAV '24',['tvoc'],1
2025-08-22T17:18:00.000000,119,VAV Action,VAV '24' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-22T17:23:00.000000,062,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T17:46:00.000000,062,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T17:46:00.000000,062,Warming Cycle Started,Cycle #1 for VAV '05',['temp'],1
2025-08-22T17:46:00.000000,062,VAV Action (Warming),VAV '05' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-22T17:58:00.000000,061,Branch Routing,Pollutant alert. Routing to Branch A.,"['tvoc', 'temp']",0
2025-08-22T17:58:00.000000,061,Dilution Cycle Started,Cycle #1 for VAV '07',"['tvoc', 'temp']",1
2025-08-22T17:58:00.000000,061,VAV Action,VAV '07' airflow not at max. Setting to maximum,"['tvoc', 'temp']",1
2025-08-22T18:03:00.000000,062,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T18:09:00.000000,062,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T18:09:00.000000,062,Warming Cycle Started,Cycle #1 for VAV '05',['temp'],1
2025-08-22T18:09:00.000000,062,VAV Action (Warming),VAV '05' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-22T18:25:00.000000,061,Normalization,Dilution Successful! Pollutant levels normalized.,"",0
2025-08-22T18:31:00.000000,061,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T18:31:00.000000,061,Warming Cycle Started,Cycle #1 for VAV '07',['temp'],1
2025-08-22T18:31:00.000000,061,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-22T18:53:00.000000,058,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T18:53:00.000000,058,Warming Cycle Started,Cycle #1 for VAV '01a',['temp'],1
2025-08-22T18:53:00.000000,058,VAV Action (Warming),VAV '01a' not at min. Decreasing flow setpoint by 10%,['temp'],1
2025-08-22T19:03:00.000000,058,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:05:00.000000,073,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:06:00.000000,067,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:07:00.000000,057,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:08:00.000000,062,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:08:00.000000,101,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:11:00.000000,117,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:12:00.000000,059,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:15:00.000000,056,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:17:00.000000,066,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:17:00.000000,101,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T19:17:00.000000,101,Branch A Skipped,No VAV mapping found,['tvoc'],1
2025-08-22T19:22:00.000000,071,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:23:00.000000,042,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:23:00.000000,111,Branch Routing,Pollutant alert. Routing to Branch A.,['pm2_5'],0
2025-08-22T19:23:00.000000,111,Branch A Skipped,No VAV mapping found,['pm2_5'],1
2025-08-22T19:24:00.000000,066,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T19:24:00.000000,066,Dilution Cycle Started,Cycle #1 for VAV '30',['tvoc'],1
2025-08-22T19:24:00.000000,066,VAV Action,VAV '30' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-22T19:26:00.000000,107,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T19:26:00.000000,107,Branch A Skipped,No VAV mapping found,['tvoc'],1
2025-08-22T19:28:00.000000,097,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:32:00.000000,093,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:32:00.000000,094,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:37:00.000000,047,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:38:00.000000,093,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T19:38:00.000000,093,Branch A Skipped,No VAV mapping found,['tvoc'],1
2025-08-22T19:38:00.000000,094,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T19:38:00.000000,094,Dilution Cycle Started,Cycle #1 for VAV '36',['tvoc'],1
2025-08-22T19:38:00.000000,094,VAV Action,VAV '36' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-22T19:40:00.000000,120,Branch Routing,Comfort alert (Too Hot). Routing to Branch B.,['temp'],0
2025-08-22T19:40:00.000000,120,Cooling Cycle Started,Cycle #1 for VAV '04',['temp'],1
2025-08-22T19:40:00.000000,120,VAV Action (Cooling),VAV '04' not at max. Increasing flow setpoint by 10%,['temp'],1
2025-08-22T19:42:00.000000,063,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:44:00.000000,096,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:45:00.000000,058,Branch Routing,Comfort alert (Too Hot). Routing to Branch B.,['temp'],0
2025-08-22T19:45:00.000000,058,Cooling Cycle Started,Cycle #1 for VAV '01a',['temp'],1
2025-08-22T19:45:00.000000,058,CHW Valve Action (Cooling),VAV at max. Increasing Chilled Water Valve position by 5%,['temp'],1
2025-08-22T19:46:00.000000,061,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:47:00.000000,117,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T19:47:00.000000,117,Branch A Skipped,No VAV mapping found,['tvoc'],1
2025-08-22T19:50:00.000000,096,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T19:50:00.000000,096,Dilution Cycle Started,Cycle #1 for VAV '35',['tvoc'],1
2025-08-22T19:50:00.000000,096,PAD Action,VAV at max. PAD/FAD not at max. Increasing opening by 5%,['tvoc'],1
2025-08-22T19:51:00.000000,078,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:56:00.000000,050,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:57:00.000000,049,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T19:57:00.000000,063,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T19:57:00.000000,063,Warming Cycle Started,Cycle #1 for VAV '23',['temp'],1
2025-08-22T19:57:00.000000,063,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-22T20:03:00.000000,049,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T20:03:00.000000,049,Dilution Cycle Started,Cycle #1 for VAV '21',['tvoc'],1
2025-08-22T20:03:00.000000,049,VAV Action,VAV '21' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-22T20:05:00.000000,063,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T20:12:00.000000,051,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T20:13:00.000000,097,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T20:13:00.000000,097,Dilution Cycle Started,Cycle #1 for VAV '32',['tvoc'],1
2025-08-22T20:13:00.000000,097,VAV Action,VAV '32' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-22T20:16:00.000000,047,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T20:16:00.000000,047,Dilution Cycle Started,Cycle #1 for VAV '19',['tvoc'],1
2025-08-22T20:16:00.000000,047,VAV Action,VAV '19' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-22T20:17:00.000000,117,Branch Routing,Pollutant alert. Routing to Branch A.,['pm2_5'],0
2025-08-22T20:17:00.000000,117,Branch A Skipped,No VAV mapping found,['pm2_5'],1
2025-08-22T20:23:00.000000,063,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T20:23:00.000000,063,Warming Cycle Started,Cycle #1 for VAV '23',['temp'],1
2025-08-22T20:23:00.000000,063,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-22T20:24:00.000000,095,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T20:26:00.000000,046,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T20:26:00.000000,046,Dilution Cycle Started,Cycle #1 for VAV '18',['tvoc'],1
2025-08-22T20:26:00.000000,046,VAV Action,VAV '18' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-22T20:29:00.000000,119,Branch Routing,Pollutant alert. Routing to Branch A.,['pm2_5'],0
2025-08-22T20:29:00.000000,119,Dilution Cycle Started,Cycle #1 for VAV '24',['pm2_5'],1
2025-08-22T20:29:00.000000,119,PAD Action,VAV at max. PAD/FAD not at max. Increasing opening by 5%,['pm2_5'],1
2025-08-22T20:30:00.000000,075,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T20:33:00.000000,052,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T20:34:00.000000,045,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T20:36:00.000000,075,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T20:36:00.000000,075,Branch A Skipped,No VAV mapping found,['tvoc'],1
2025-08-22T20:39:00.000000,052,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T20:39:00.000000,052,Dilution Cycle Started,Cycle #1 for VAV '15',['tvoc'],1
2025-08-22T20:39:00.000000,052,VAV Action,VAV '15' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-22T20:39:00.000000,053,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T20:40:00.000000,077,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T20:40:00.000000,119,Branch Routing,Pollutant alert. Routing to Branch A.,['pm2_5'],0
2025-08-22T20:40:00.000000,119,Dilution Cycle Started,Cycle #1 for VAV '24',['pm2_5'],1
2025-08-22T20:40:00.000000,119,PAD Action,VAV at max. PAD/FAD not at max. Increasing opening by 5%,['pm2_5'],1
2025-08-22T20:41:00.000000,117,Branch Routing,Pollutant alert. Routing to Branch A.,['pm2_5'],0
2025-08-22T20:41:00.000000,117,Branch A Skipped,No VAV mapping found,['pm2_5'],1
2025-08-22T20:46:00.000000,077,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T20:46:00.000000,077,Branch A Skipped,No VAV mapping found,['tvoc'],1
2025-08-22T20:48:00.000000,042,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T20:48:00.000000,042,Branch A Skipped,No VAV mapping found,['tvoc'],1
2025-08-22T20:49:00.000000,044,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T20:50:00.000000,045,Branch Routing,Pollutant alert. Routing to Branch A.,['pm2_5'],0
2025-08-22T20:50:00.000000,045,Dilution Cycle Started,Cycle #1 for VAV '13',['pm2_5'],1
2025-08-22T20:50:00.000000,045,VAV Action,VAV '13' airflow not at max. Setting to maximum,['pm2_5'],1
2025-08-22T20:50:00.000000,051,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T20:50:00.000000,051,Dilution Cycle Started,Cycle #1 for VAV '16',['tvoc'],1
2025-08-22T20:50:00.000000,051,VAV Action,VAV '16' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-22T20:55:00.000000,097,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T20:55:00.000000,097,Dilution Cycle Started,Cycle #1 for VAV '32',['tvoc'],1
2025-08-22T20:55:00.000000,097,PAD Action,VAV at max. PAD/FAD not at max. Increasing opening by 5%,['tvoc'],1
2025-08-22T20:56:00.000000,050,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T20:56:00.000000,050,Dilution Cycle Started,Cycle #1 for VAV '17',['tvoc'],1
2025-08-22T20:56:00.000000,050,PAD Action,VAV at max. PAD/FAD not at max. Increasing opening by 5%,['tvoc'],1
2025-08-22T20:56:00.000000,117,Branch Routing,Pollutant alert. Routing to Branch A.,['pm2_5'],0
2025-08-22T20:56:00.000000,117,Branch A Skipped,No VAV mapping found,['pm2_5'],1
2025-08-22T20:57:00.000000,059,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T20:57:00.000000,059,Dilution Cycle Started,Cycle #1 for VAV '01b',['tvoc'],1
2025-08-22T20:57:00.000000,059,PAD Action,VAV at max. PAD/FAD not at max. Increasing opening by 5%,['tvoc'],1
2025-08-22T21:00:00.000000,070,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T21:04:00.000000,055,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T21:04:00.000000,055,Dilution Cycle Started,Cycle #1 for VAV '10',['tvoc'],1
2025-08-22T21:04:00.000000,055,PAD Action,VAV at max. PAD/FAD not at max. Increasing opening by 5%,['tvoc'],1
2025-08-22T21:05:00.000000,045,Branch Routing,Pollutant alert. Routing to Branch A.,['pm2_5'],0
2025-08-22T21:05:00.000000,045,Dilution Cycle Started,Cycle #1 for VAV '13',['pm2_5'],1
2025-08-22T21:05:00.000000,045,VAV Action,VAV '13' airflow not at max. Setting to maximum,['pm2_5'],1
2025-08-22T21:05:00.000000,117,Branch Routing,Pollutant alert. Routing to Branch A.,['pm2_5'],0
2025-08-22T21:05:00.000000,117,Branch A Skipped,No VAV mapping found,['pm2_5'],1
2025-08-22T21:06:00.000000,070,Branch Routing,Comfort alert (Too Cold). Routing to Branch C.,['temp'],0
2025-08-22T21:06:00.000000,070,Warming Cycle Started,Cycle #1 for VAV '27',['temp'],1
2025-08-22T21:06:00.000000,070,CHW Valve Action (Warming),VAV at min. Decreasing Chilled Water Valve position by 5%,['temp'],1
2025-08-22T21:09:00.000000,070,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T21:30:00.000000,060,Normalization,Comfort Restored! Temperature is normal.,"",0
2025-08-22T21:32:00.000000,045,Branch Routing,Pollutant alert. Routing to Branch A.,['pm2_5'],0
2025-08-22T21:32:00.000000,045,Dilution Cycle Started,Cycle #1 for VAV '13',['pm2_5'],1
2025-08-22T21:32:00.000000,045,VAV Action,VAV '13' airflow not at max. Setting to maximum,['pm2_5'],1
2025-08-22T21:36:00.000000,060,Branch Routing,Pollutant alert. Routing to Branch A.,['tvoc'],0
2025-08-22T21:36:00.000000,060,Dilution Cycle Started,Cycle #1 for VAV '06',['tvoc'],1
2025-08-22T21:36:00.000000,060,VAV Action,VAV '06' airflow not at max. Setting to maximum,['tvoc'],1
2025-08-22T21:41:00.000000,086,Branch Routing,Pollutant alert. Routing to Branch A.,['pm2_5'],0
2025-08-22T21:41:00.000000,086,Dilution Cycle Started,Cycle #1 for VAV '28',['pm2_5'],1
2025-08-22T21:41:00.000000,086,PAD Action,VAV at max. PAD/FAD not at max. Increasing opening by 5%,['pm2_5'],1
2025-08-22T21:50:00.000000,045,Branch Routing,Pollutant alert. Routing to Branch A.,['pm2_5'],0
2025-08-22T21:50:00.000000,045,Dilution Cycle Started,Cycle #1 for VAV '13',['pm2_5'],1
2025-08-22T21:50:00.000000,045,VAV Action,VAV '13' airflow not at max. Setting to maximum,['pm2_5'],1
2025-08-22T21:50:00.000000,071,Branch Routing,Pollutant alert. Routing to Branch A.,"['tvoc', 'temp']",0
2025-08-22T21:50:00.000000,071,Branch A Skipped,No VAV mapping found,"['tvoc', 'temp']",1
2025-08-22T21:55:00.000000,044,Branch Routing,Pollutant alert. Routing to Branch A.,['pm2_5'],0
2025-08-22T21:55:00.000000,044,Dilution Cycle Started,Cycle #1 for VAV '12',['pm2_5'],1
2025-08-22T21:55:00.000000,044,PAD Action,VAV at max. PAD/FAD not at max. Increasing opening by 5%,['pm2_5'],1
2025-08-22T21:56:00.000000,095,Branch Routing,Pollutant alert. Routing to Branch A.,['pm2_5'],0
2025-08-22T21:56:00.000000,095,Dilution Cycle Started,Cycle #1 for VAV '34',['pm2_5'],1
2025-08-22T21:56:00.000000,095,PAD Action,VAV at max. PAD/FAD not at max. Increasing opening by 5%,['pm2_5'],1
2025-08-22T21:59:00.000000,086,Branch Routing,Pollutant alert. Routing to Branch A.,['pm2_5'],0
2025-08-22T21:59:00.000000,086,Dilution Cycle Started,Cycle #1 for VAV '28',['pm2_5'],1
2025-08-22T21:59:00.000000,086,PAD Action,VAV at max. PAD/FAD not at max. Increasing opening by 5%,['pm2_5'],1
2025-08-22T22:02:00.000000,045,Branch Routing,Pollutant alert. Routing to Branch A.,['pm2_5'],0
